time,sensor1,sensor2
2022-12-30 11:05:23,5.62,5.56
2022-12-30 11:15:24,5.69,5.62
2022-12-30 11:25:24,5.62,5.56
2022-12-30 11:35:25,5.62,5.56
2022-12-30 11:45:25,5.56,5.50
2022-12-30 11:55:26,5.56,5.50
2022-12-30 12:05:26,5.50,5.50
2022-12-30 12:15:27,5.50,5.50
2022-12-30 12:25:27,5.44,5.44
2022-12-30 12:35:28,7.50,6.44
2022-12-30 12:45:28,8.44,6.94
2022-12-30 12:55:29,9.06,7.25
2022-12-30 13:05:29,9.44,7.50
2022-12-30 13:15:30,9.75,7.81
2022-12-30 13:25:30,9.94,8.00
2022-12-30 13:35:31,10.06,8.19
2022-12-30 13:45:31,10.19,8.31
2022-12-30 13:55:32,10.12,8.44
2022-12-30 14:05:32,10.25,8.56
2022-12-30 14:15:33,10.25,8.62
2022-12-30 14:25:33,10.19,8.75
2022-12-30 14:35:34,10.19,8.75
2022-12-30 14:45:34,10.19,8.81
2022-12-30 14:55:35,10.19,8.81
2022-12-30 15:05:35,10.19,8.81
2022-12-30 15:15:36,10.12,8.88
2022-12-30 15:25:36,10.12,8.88
2022-12-30 15:35:37,10.06,8.88
2022-12-30 15:45:37,10.00,8.88
2022-12-30 15:55:38,9.94,8.88
2022-12-30 16:05:38,8.56,8.25
2022-12-30 16:15:39,8.31,8.06
2022-12-30 16:25:39,7.94,7.88
2022-12-30 16:35:40,8.81,8.06
2022-12-30 16:45:40,9.38,8.38
2022-12-30 16:55:41,9.75,8.56
2022-12-30 17:05:41,10.00,8.69
2022-12-30 17:15:42,10.12,8.75
2022-12-30 17:25:42,10.19,8.81
2022-12-30 17:35:43,10.25,8.88
2022-12-30 17:45:43,10.25,8.94
2022-12-30 17:55:44,10.25,8.94
2022-12-30 18:05:44,10.25,9.00
2022-12-30 18:15:45,10.25,9.00
2022-12-30 18:25:45,10.25,9.06
2022-12-30 18:35:46,10.19,9.00
2022-12-30 18:45:46,10.19,9.00
2022-12-30 18:55:47,10.12,9.00
2022-12-30 19:05:47,10.06,9.00
2022-12-30 19:15:48,10.00,9.00
2022-12-30 19:25:48,9.94,9.12
2022-12-30 19:35:49,9.88,8.94
2022-12-30 19:45:49,9.88,8.88
2022-12-30 19:55:50,9.75,8.81
2022-12-30 20:05:50,9.69,8.81
2022-12-30 20:15:51,9.56,8.75
2022-12-30 20:25:51,9.56,8.69
2022-12-30 20:35:52,9.44,8.69
2022-12-30 20:45:52,9.38,8.62
2022-12-30 20:55:53,9.31,8.56
2022-12-30 21:05:53,9.19,8.50
2022-12-30 21:15:54,9.12,8.44
2022-12-30 21:25:54,9.12,8.44
2022-12-30 21:35:55,9.06,8.38
2022-12-30 21:45:55,9.00,8.31
2022-12-30 21:55:56,8.94,8.25
2022-12-30 22:05:56,8.88,8.25
2022-12-30 22:15:57,8.81,8.19
2022-12-30 22:25:57,8.75,8.12
2022-12-30 22:35:58,8.69,8.12
2022-12-30 22:45:58,8.62,8.06
2022-12-30 22:55:59,8.56,8.00
2022-12-30 23:05:59,8.50,7.94
2022-12-30 23:16:00,8.44,7.88
2022-12-30 23:26:00,8.38,7.88
2022-12-30 23:36:01,8.38,7.81
2022-12-30 23:46:01,8.31,7.75
2022-12-30 23:56:02,8.19,7.75
2022-12-31 00:06:02,8.19,7.69
2022-12-31 00:16:03,8.12,7.62
2022-12-31 00:26:03,8.06,7.56
2022-12-31 00:36:04,8.00,7.56
2022-12-31 00:46:04,8.00,7.50
2022-12-31 00:56:05,7.88,7.44
2022-12-31 01:06:05,7.88,7.38
2022-12-31 01:16:06,7.81,7.38
2022-12-31 01:26:06,7.75,7.31
2022-12-31 01:36:07,7.69,7.25
2022-12-31 01:46:07,7.62,7.19
2022-12-31 01:56:08,7.62,7.19
2022-12-31 02:06:08,7.56,7.19
2022-12-31 02:16:09,7.50,7.12
2022-12-31 02:26:09,7.50,7.06
2022-12-31 02:36:10,7.44,7.06
2022-12-31 02:46:10,7.38,7.00
2022-12-31 02:56:11,7.38,7.00
2022-12-31 03:06:11,7.31,6.94
2022-12-31 03:16:12,7.25,6.88
2022-12-31 03:26:12,7.25,6.88
2022-12-31 03:36:13,7.19,6.88
2022-12-31 03:46:13,7.19,6.81
2022-12-31 03:56:14,7.12,6.81
2022-12-31 04:06:14,7.06,6.75
2022-12-31 04:16:15,7.06,6.75
2022-12-31 04:26:15,7.00,6.69
2022-12-31 04:36:16,7.00,6.69
2022-12-31 04:46:16,6.94,6.69
2022-12-31 04:56:17,6.94,6.62
2022-12-31 05:06:17,6.88,6.62
2022-12-31 05:16:18,6.88,6.56
2022-12-31 05:26:18,6.81,6.56
2022-12-31 05:36:19,6.81,6.50
2022-12-31 05:46:19,6.81,6.50
2022-12-31 05:56:20,6.75,6.50
2022-12-31 06:06:20,6.75,6.44
2022-12-31 06:16:21,6.69,6.44
2022-12-31 06:26:21,6.69,6.44
2022-12-31 06:36:22,6.69,6.44
2022-12-31 06:46:22,6.62,6.38
2022-12-31 06:56:23,6.62,6.38
2022-12-31 07:06:23,6.62,6.38
2022-12-31 07:16:24,6.56,6.31
2022-12-31 07:26:24,6.56,6.31
2022-12-31 07:36:25,6.56,6.31
2022-12-31 07:46:25,6.50,6.31
2022-12-31 07:56:26,6.50,6.25
2022-12-31 08:06:26,6.50,6.25
2022-12-31 08:16:27,6.44,6.25
2022-12-31 08:26:27,6.44,6.25
2022-12-31 08:36:28,6.44,6.19
2022-12-31 08:46:28,6.44,6.19
2022-12-31 08:56:29,6.38,6.19
2022-12-31 09:06:29,6.38,6.19
2022-12-31 09:16:30,6.38,6.12
2022-12-31 09:26:30,6.38,6.12
2022-12-31 09:36:31,6.31,6.12
2022-12-31 09:46:31,6.31,6.12
2022-12-31 09:56:32,6.31,6.12
2022-12-31 10:06:32,6.31,6.06
2022-12-31 10:16:33,6.31,6.06
2022-12-31 10:26:33,6.25,6.06
2022-12-31 10:36:34,6.25,6.06
2022-12-31 10:46:34,6.25,6.06
2022-12-31 10:56:35,6.25,6.06
2022-12-31 11:06:35,6.25,6.00
2022-12-31 11:16:36,6.19,6.00
2022-12-31 11:26:36,6.19,6.00
2022-12-31 11:36:37,6.19,6.00
2022-12-31 11:46:37,6.12,5.94
2022-12-31 11:56:38,6.12,5.94
2022-12-31 12:06:38,6.12,5.94
2022-12-31 12:16:39,6.12,5.94
2022-12-31 12:26:39,6.12,5.94
2022-12-31 12:36:40,6.12,5.94
2022-12-31 12:46:40,6.00,5.88
2022-12-31 12:56:41,5.94,5.88
2022-12-31 13:06:41,5.88,5.81
2022-12-31 13:16:42,5.88,5.81
2022-12-31 13:26:42,5.81,5.81
2022-12-31 13:36:43,5.81,5.81
2022-12-31 13:46:43,6.88,5.94
2022-12-31 13:56:44,7.88,6.75
2022-12-31 14:06:44,8.62,7.25
2022-12-31 14:16:45,9.12,7.44
2022-12-31 14:26:45,9.44,7.69
2022-12-31 14:36:46,9.69,7.88
2022-12-31 14:46:46,9.81,8.06
2022-12-31 14:56:47,9.94,8.19
2022-12-31 15:06:47,10.06,8.25
2022-12-31 15:16:48,10.06,8.44
2022-12-31 15:26:48,10.19,8.44
2022-12-31 15:36:49,10.12,8.56
2022-12-31 15:46:49,10.12,8.62
2022-12-31 15:56:50,10.06,8.62
2022-12-31 16:06:50,10.06,8.69
2022-12-31 16:16:51,10.00,8.69
2022-12-31 16:26:51,9.94,8.69
2022-12-31 16:36:52,9.88,8.69
2022-12-31 16:46:52,9.81,8.69
2022-12-31 16:56:53,9.81,8.69
2022-12-31 17:06:53,9.75,8.62
2022-12-31 17:16:54,9.62,8.62
2022-12-31 17:26:54,9.69,8.62
2022-12-31 17:36:55,9.56,8.56
2022-12-31 17:46:55,9.50,8.50
2022-12-31 17:56:56,9.38,8.50
2022-12-31 18:06:56,9.31,8.44
2022-12-31 18:16:57,9.31,8.44
2022-12-31 18:26:57,9.25,8.38
2022-12-31 18:36:58,9.19,8.31
2022-12-31 18:46:58,9.12,8.31
2022-12-31 18:56:59,9.06,8.25
2022-12-31 19:06:59,9.00,8.25
2022-12-31 19:17:00,8.94,8.19
2022-12-31 19:27:00,8.88,8.19
2022-12-31 19:37:01,8.81,8.12
2022-12-31 19:47:01,8.75,8.06
2022-12-31 19:57:02,8.69,8.06
2022-12-31 20:07:02,8.62,8.00
2022-12-31 20:17:03,8.62,8.00
2022-12-31 20:27:03,8.56,7.94
2022-12-31 20:37:04,8.50,7.94
2022-12-31 20:47:04,8.50,7.94
2022-12-31 20:57:05,8.44,7.88
2022-12-31 21:07:05,8.38,7.81
2022-12-31 21:17:06,8.31,7.81
2022-12-31 21:27:06,8.31,7.75
2022-12-31 21:37:07,8.25,7.75
2022-12-31 21:47:07,8.19,7.69
2022-12-31 21:57:08,8.12,7.62
2022-12-31 22:07:08,8.12,7.62
2022-12-31 22:17:09,8.06,7.56
2022-12-31 22:27:09,8.00,7.50
2022-12-31 22:37:10,8.00,7.50
2022-12-31 22:47:10,7.94,7.44
2022-12-31 22:57:11,7.88,7.38
2022-12-31 23:07:11,7.81,7.38
2022-12-31 23:17:12,7.75,7.31
2022-12-31 23:27:12,7.69,7.25
2022-12-31 23:37:13,7.69,7.25
2022-12-31 23:47:13,7.62,7.19
2022-12-31 23:57:14,7.56,7.19
2023-01-01 00:07:14,7.56,7.12
2023-01-01 00:17:15,7.50,7.06
2023-01-01 00:27:15,7.44,7.06
2023-01-01 00:37:16,7.38,7.00
2023-01-01 00:47:16,7.31,7.00
2023-01-01 00:57:17,7.31,6.94
2023-01-01 01:07:17,7.25,6.94
2023-01-01 01:17:18,7.25,6.88
2023-01-01 01:27:18,7.19,6.81
2023-01-01 01:37:19,7.12,6.81
2023-01-01 01:47:19,7.12,6.75
2023-01-01 01:57:20,7.06,6.69
2023-01-01 02:07:20,7.00,6.69
2023-01-01 02:17:21,7.00,6.62
2023-01-01 02:27:21,6.94,6.62
2023-01-01 02:37:22,6.88,6.56
2023-01-01 02:47:22,6.88,6.56
2023-01-01 02:57:23,6.81,6.50
2023-01-01 03:07:23,6.81,6.50
2023-01-01 03:17:24,6.75,6.44
2023-01-01 03:27:24,6.00,6.31
2023-01-01 03:37:25,6.19,6.12
2023-01-01 03:47:25,6.19,6.12
2023-01-01 03:57:26,6.12,6.06
2023-01-01 04:07:26,6.06,6.00
2023-01-01 04:17:27,6.00,5.94
2023-01-01 04:27:27,5.94,5.94
2023-01-01 04:37:28,5.88,5.88
2023-01-01 04:47:28,5.81,5.81
2023-01-01 04:57:29,5.81,5.81
2023-01-01 05:07:29,5.75,5.75
2023-01-01 05:17:30,5.69,5.75
2023-01-01 05:27:30,5.62,5.69
2023-01-01 05:37:31,5.62,5.62
2023-01-01 05:47:31,5.56,5.62
2023-01-01 05:57:32,5.50,5.56
2023-01-01 06:07:32,5.50,5.56
2023-01-01 06:17:33,5.44,5.44
2023-01-01 06:27:33,5.44,5.44
2023-01-01 06:37:34,5.38,5.38
2023-01-01 06:47:34,5.38,5.38
2023-01-01 06:57:35,4.75,5.00
2023-01-01 07:07:35,5.50,5.25
2023-01-01 07:17:36,6.06,5.44
2023-01-01 07:27:36,6.38,5.62
2023-01-01 07:37:37,6.62,5.69
2023-01-01 07:47:37,6.81,5.81
2023-01-01 07:57:38,6.94,5.88
2023-01-01 08:07:38,7.00,5.94
2023-01-01 08:17:39,7.06,5.94
2023-01-01 08:27:39,7.19,6.00
2023-01-01 08:37:40,7.19,6.00
2023-01-01 08:47:40,7.25,6.06
2023-01-01 08:57:41,7.25,6.12
2023-01-01 09:07:41,7.19,6.12
2023-01-01 09:17:42,7.25,6.12
2023-01-01 09:27:42,7.19,6.12
2023-01-01 09:37:43,7.12,6.06
2023-01-01 09:47:43,7.06,6.06
2023-01-01 09:57:44,7.06,6.06
2023-01-01 10:07:44,7.00,6.06
2023-01-01 10:17:45,6.94,6.00
2023-01-01 10:27:45,6.94,6.00
2023-01-01 10:37:46,6.81,5.94
2023-01-01 10:47:46,6.81,5.94
2023-01-01 10:57:47,6.75,5.88
2023-01-01 11:07:47,6.69,5.88
2023-01-01 11:17:48,6.62,5.88
2023-01-01 11:27:48,6.56,5.81
2023-01-01 11:37:49,6.56,5.81
2023-01-01 11:47:49,6.50,5.81
2023-01-01 11:57:50,6.44,5.75
2023-01-01 12:07:50,6.44,5.75
2023-01-01 12:17:51,6.38,5.75
2023-01-01 12:27:51,6.31,5.69
2023-01-01 12:37:52,6.31,5.69
2023-01-01 12:47:52,6.31,5.62
2023-01-01 12:57:53,6.25,5.62
2023-01-01 13:07:53,6.25,5.62
2023-01-01 13:17:54,6.19,5.56
2023-01-01 13:27:54,6.19,5.56
2023-01-01 13:37:55,6.12,5.56
2023-01-01 13:47:55,6.12,5.50
2023-01-01 13:57:56,6.06,5.50
2023-01-01 14:07:56,6.00,5.50
2023-01-01 14:17:57,6.00,5.44
2023-01-01 14:27:57,5.94,5.44
2023-01-01 14:37:58,5.88,5.38
2023-01-01 14:47:58,5.88,5.38
2023-01-01 14:57:59,5.88,5.38
2023-01-01 15:07:59,5.81,5.31
2023-01-01 15:18:00,5.81,5.31
2023-01-01 15:28:00,5.75,5.25
2023-01-01 15:38:01,5.75,5.25
2023-01-01 15:48:01,4.88,4.81
2023-01-01 15:58:02,5.12,4.94
2023-01-01 16:08:02,5.12,4.88
2023-01-01 16:18:03,5.06,4.88
2023-01-01 16:28:03,5.00,4.81
2023-01-01 16:38:04,5.00,4.75
2023-01-01 16:48:04,4.94,4.75
2023-01-01 16:58:05,4.88,4.69
2023-01-01 17:08:05,4.88,4.69
2023-01-01 17:18:06,4.81,4.62
2023-01-01 17:28:06,4.81,4.56
2023-01-01 17:38:07,4.75,4.56
2023-01-01 17:48:07,4.75,4.56
2023-01-01 17:58:08,4.69,4.50
2023-01-01 18:08:08,4.69,4.50
2023-01-01 18:18:09,4.62,4.44
2023-01-01 18:28:09,4.56,4.44
2023-01-01 18:38:10,4.56,4.38
2023-01-01 18:48:10,4.50,4.31
2023-01-01 18:58:11,4.19,4.12
2023-01-01 19:08:11,5.31,4.62
2023-01-01 19:18:12,6.06,4.88
2023-01-01 19:28:12,6.50,5.19
2023-01-01 19:38:13,6.81,5.38
2023-01-01 19:48:13,7.06,5.50
2023-01-01 19:58:14,7.25,5.69
2023-01-01 20:08:14,7.44,5.81
2023-01-01 20:18:15,7.50,5.88
2023-01-01 20:28:15,7.56,6.00
2023-01-01 20:38:16,7.62,6.06
2023-01-01 20:48:16,7.56,6.06
2023-01-01 20:58:17,7.56,6.12
2023-01-01 21:08:17,7.62,6.19
2023-01-01 21:18:18,7.56,6.19
2023-01-01 21:28:18,7.56,6.19
2023-01-01 21:38:19,7.56,6.25
2023-01-01 21:48:19,7.50,6.25
2023-01-01 21:58:20,7.44,6.19
2023-01-01 22:08:20,7.44,6.25
2023-01-01 22:18:21,7.38,6.19
2023-01-01 22:28:21,7.31,6.19
2023-01-01 22:38:22,7.25,6.12
2023-01-01 22:48:22,7.19,6.12
2023-01-01 22:58:23,7.19,6.06
2023-01-01 23:08:23,7.06,6.06
2023-01-01 23:18:24,7.06,6.00
2023-01-01 23:28:24,7.00,5.94
2023-01-01 23:38:25,6.94,5.88
2023-01-01 23:48:25,6.88,5.88
2023-01-01 23:58:26,6.75,5.81
2023-01-02 00:08:26,6.75,5.75
2023-01-02 00:18:27,6.69,5.69
2023-01-02 00:28:27,6.62,5.69
2023-01-02 00:38:28,6.50,5.62
2023-01-02 00:48:28,6.50,5.62
2023-01-02 00:58:29,6.38,5.56
2023-01-02 01:08:29,6.31,5.50
2023-01-02 01:18:30,6.25,5.50
2023-01-02 01:28:30,6.25,5.44
2023-01-02 01:38:31,6.19,5.44
2023-01-02 01:48:31,6.12,5.38
2023-01-02 01:58:32,6.06,5.31
2023-01-02 02:08:32,6.06,5.31
2023-01-02 02:18:33,6.00,5.25
2023-01-02 02:28:33,5.94,5.25
2023-01-02 02:38:34,5.88,5.19
2023-01-02 02:48:34,5.81,5.19
2023-01-02 02:58:35,5.81,5.12
2023-01-02 03:08:35,5.75,5.12
2023-01-02 03:18:36,5.75,5.12
2023-01-02 03:28:36,5.69,5.06
2023-01-02 03:38:37,5.62,5.06
2023-01-02 03:48:37,5.56,5.00
2023-01-02 03:58:38,5.56,5.00
2023-01-02 04:08:38,5.56,4.94
2023-01-02 04:18:39,5.50,4.94
2023-01-02 04:28:39,5.50,4.94
2023-01-02 04:38:40,5.44,4.88
2023-01-02 04:48:40,5.44,4.88
2023-01-02 04:58:41,5.38,4.81
2023-01-02 05:08:41,5.38,4.81
2023-01-02 05:18:42,5.38,4.81
2023-01-02 05:28:42,5.38,4.81
2023-01-02 05:38:43,5.31,4.81
2023-01-02 05:48:43,5.31,4.75
2023-01-02 05:58:44,5.31,4.75
2023-01-02 06:08:44,5.25,4.75
2023-01-02 06:18:45,5.25,4.75
2023-01-02 06:28:45,5.19,4.69
2023-01-02 06:38:46,5.19,4.69
2023-01-02 06:48:46,5.25,4.69
2023-01-02 06:58:47,5.19,4.69
2023-01-02 07:08:47,5.12,4.69
2023-01-02 07:18:48,5.12,4.69
2023-01-02 07:28:48,5.12,4.62
2023-01-02 07:38:49,5.12,4.62
2023-01-02 07:48:49,5.06,4.62
2023-01-02 07:58:50,5.06,4.62
2023-01-02 08:08:50,5.06,4.62
2023-01-02 08:18:51,5.06,4.62
2023-01-02 08:28:51,5.00,4.56
2023-01-02 08:38:52,5.00,4.56
2023-01-02 08:48:52,5.00,4.56
2023-01-02 08:58:53,5.00,4.56
2023-01-02 09:08:53,5.00,4.56
2023-01-02 09:18:54,5.00,4.56
2023-01-02 09:28:54,4.94,4.56
2023-01-02 09:38:55,4.94,4.56
2023-01-02 09:48:55,4.94,4.50
2023-01-02 09:58:56,4.94,4.50
2023-01-02 10:08:56,4.94,4.50
2023-01-02 10:18:57,4.94,4.50
2023-01-02 10:28:57,4.94,4.50
2023-01-02 10:38:58,4.88,4.50
2023-01-02 10:48:58,4.88,4.50
2023-01-02 10:58:59,4.88,4.50
2023-01-02 11:08:59,4.88,4.44
2023-01-02 11:19:00,4.88,4.44
2023-01-02 11:29:00,4.88,4.44
2023-01-02 11:39:01,4.81,4.44
2023-01-02 11:49:01,4.81,4.44
2023-01-02 11:59:02,4.81,4.44
2023-01-02 12:09:02,4.81,4.44
2023-01-02 12:19:03,4.81,4.44
2023-01-02 12:29:03,4.81,4.44
2023-01-02 12:39:04,4.56,4.38
2023-01-02 12:49:04,4.75,4.38
2023-01-02 12:59:05,5.62,4.94
2023-01-02 13:09:05,6.12,5.25
2023-01-02 13:19:06,6.50,5.44
2023-01-02 13:29:06,6.81,5.56
2023-01-02 13:39:07,7.00,5.69
2023-01-02 13:49:07,7.06,5.88
2023-01-02 13:59:08,7.19,5.94
2023-01-02 14:09:08,7.31,6.06
2023-01-02 14:19:09,7.31,6.12
2023-01-02 14:29:09,7.38,6.19
2023-01-02 14:39:10,7.38,6.19
2023-01-02 14:49:10,7.38,6.31
2023-01-02 14:59:11,7.38,6.31
2023-01-02 15:09:11,7.38,6.38
2023-01-02 15:19:12,7.38,6.38
2023-01-02 15:29:12,7.38,6.38
2023-01-02 15:39:13,7.31,6.44
2023-01-02 15:49:13,7.31,6.44
2023-01-02 15:59:14,7.31,6.44
2023-01-02 16:09:14,7.31,6.44
2023-01-02 16:19:15,7.25,6.44
2023-01-02 16:29:15,7.25,6.44
2023-01-02 16:39:16,6.25,6.06
2023-01-02 16:49:16,6.25,5.94
2023-01-02 16:59:17,6.12,5.88
2023-01-02 17:09:17,6.19,5.81
2023-01-02 17:19:18,7.00,6.25
2023-01-02 17:29:18,7.44,6.56
2023-01-02 17:39:19,7.69,6.75
2023-01-02 17:49:19,7.94,6.88
2023-01-02 17:59:20,8.12,7.00
2023-01-02 18:09:20,8.19,7.06
2023-01-02 18:19:21,8.25,7.19
2023-01-02 18:29:21,8.38,7.25
2023-01-02 18:39:22,8.44,7.31
2023-01-02 18:49:22,8.44,7.31
2023-01-02 18:59:23,8.44,7.38
2023-01-02 19:09:23,8.44,7.38
2023-01-02 19:19:24,8.44,7.38
2023-01-02 19:29:24,8.38,7.44
2023-01-02 19:39:25,8.38,7.44
2023-01-02 19:49:25,8.38,7.44
2023-01-02 19:59:26,8.31,7.38
2023-01-02 20:09:26,8.25,7.38
2023-01-02 20:19:27,8.25,7.38
2023-01-02 20:29:27,8.25,7.38
2023-01-02 20:39:28,8.12,7.31
2023-01-02 20:49:28,8.06,7.31
2023-01-02 20:59:29,8.06,7.25
2023-01-02 21:09:29,8.00,7.25
2023-01-02 21:19:30,7.94,7.19
2023-01-02 21:29:30,7.88,7.19
2023-01-02 21:39:31,7.88,7.12
2023-01-02 21:49:31,7.81,7.12
2023-01-02 21:59:32,7.75,7.06
2023-01-02 22:09:32,7.69,7.00
2023-01-02 22:19:33,7.69,7.00
2023-01-02 22:29:33,7.62,6.94
2023-01-02 22:39:34,7.56,6.94
2023-01-02 22:49:34,7.50,6.88
2023-01-02 22:59:35,7.44,6.88
2023-01-02 23:09:35,7.44,6.81
2023-01-02 23:19:36,7.38,6.75
2023-01-02 23:29:36,7.31,6.75
2023-01-02 23:39:37,7.25,6.69
2023-01-02 23:49:37,7.25,6.69
2023-01-02 23:59:38,7.19,6.62
2023-01-03 00:09:38,7.12,6.62
2023-01-03 00:19:39,7.12,6.56
2023-01-03 00:29:39,7.06,6.50
2023-01-03 00:39:40,7.00,6.50
2023-01-03 00:49:40,6.94,6.44
2023-01-03 00:59:41,6.88,6.44
2023-01-03 01:09:41,6.88,6.38
2023-01-03 01:19:42,6.81,6.31
2023-01-03 01:29:42,6.81,6.31
2023-01-03 01:39:43,6.75,6.25
2023-01-03 01:49:43,6.69,6.25
2023-01-03 01:59:44,6.62,6.19
2023-01-03 02:09:44,6.62,6.19
2023-01-03 02:19:45,6.56,6.12
2023-01-03 02:29:45,6.56,6.06
2023-01-03 02:39:46,6.50,6.06
2023-01-03 02:49:46,6.44,6.00
2023-01-03 02:59:47,6.44,6.00
2023-01-03 03:09:47,6.38,5.94
2023-01-03 03:19:48,6.31,5.94
2023-01-03 03:29:48,6.31,5.88
2023-01-03 03:39:49,6.25,5.81
2023-01-03 03:49:49,6.19,5.81
2023-01-03 03:59:50,6.19,5.75
2023-01-03 04:09:50,6.12,5.75
2023-01-03 04:19:51,6.06,5.69
2023-01-03 04:29:51,6.06,5.69
2023-01-03 04:39:52,6.00,5.62
2023-01-03 04:49:52,6.00,5.62
2023-01-03 04:59:53,5.94,5.56
2023-01-03 05:09:53,5.94,5.56
2023-01-03 05:19:54,5.88,5.50
2023-01-03 05:29:54,5.81,5.50
2023-01-03 05:39:55,5.81,5.44
2023-01-03 05:49:55,5.75,5.44
2023-01-03 05:59:56,5.75,5.38
2023-01-03 06:09:56,5.69,5.38
2023-01-03 06:19:57,5.69,5.31
2023-01-03 06:29:57,5.62,5.31
2023-01-03 06:39:58,5.56,5.25
2023-01-03 06:49:58,5.56,5.25
2023-01-03 06:59:59,5.56,5.19
2023-01-03 07:09:59,5.50,5.19
2023-01-03 07:20:00,5.50,5.19
2023-01-03 07:30:00,5.44,5.12
2023-01-03 07:40:01,5.44,5.12
2023-01-03 07:50:01,5.38,5.06
2023-01-03 08:00:02,5.38,5.06
2023-01-03 08:10:02,5.38,5.00
2023-01-03 08:20:03,5.31,5.00
2023-01-03 08:30:03,5.25,4.94
2023-01-03 08:40:04,5.25,4.94
2023-01-03 08:50:04,5.19,4.94
2023-01-03 09:00:05,5.19,4.88
2023-01-03 09:10:05,5.12,4.88
2023-01-03 09:20:06,5.12,4.81
2023-01-03 09:30:06,5.06,4.75
2023-01-03 09:40:07,5.06,4.75
2023-01-03 09:50:07,5.00,4.69
2023-01-03 10:00:08,5.00,4.69
2023-01-03 10:10:08,4.94,4.69
2023-01-03 10:20:09,4.94,4.62
2023-01-03 10:30:09,4.88,4.56
2023-01-03 10:40:10,4.19,4.12
2023-01-03 10:50:10,4.44,4.31
2023-01-03 11:00:11,4.44,4.25
2023-01-03 11:10:11,4.38,4.25
2023-01-03 11:20:12,4.62,4.12
2023-01-03 11:30:12,5.31,4.56
