time;sensor1;sensor2
2019-01-13 22:50:23,20.81,20.31
2019-01-13 22:50:33,20.81,20.31
2019-01-13 22:50:44,20.81,20.38
2019-01-13 22:50:55,20.81,20.38
2019-01-13 22:51:05,20.81,20.38
2019-01-13 22:51:16,20.81,20.38
2019-01-13 22:51:27,20.81,20.38
2019-01-13 22:51:37,20.81,20.38
2019-01-13 22:51:48,20.81,20.38
2019-01-13 22:51:59,20.88,20.38
2019-01-13 22:52:09,20.88,20.38
2019-01-13 22:52:20,20.88,20.38
2019-01-13 22:52:31,20.88,20.38
2019-01-13 22:52:41,20.88,20.38
2019-01-13 22:52:52,20.88,20.38
2019-01-13 22:53:03,20.88,20.38
2019-01-13 22:53:13,20.88,20.38
2019-01-13 22:53:24,20.88,20.38
2019-01-13 22:53:35,20.88,20.38
2019-01-13 22:53:45,20.94,20.38
2019-01-13 22:53:56,20.94,20.44
2019-01-13 22:54:07,20.94,20.44
2019-01-13 22:54:17,20.94,20.44
