time;sensor1;sensor2
2019-01-13 22:40:05,20.50,20.12
2019-01-13 22:40:15,20.50,20.19
2019-01-13 22:40:26,20.50,20.19
2019-01-13 22:40:37,20.50,20.19
2019-01-13 22:40:47,20.50,20.19
2019-01-13 22:40:58,20.50,20.19
2019-01-13 22:41:09,20.56,20.19
2019-01-13 22:41:19,20.56,20.19
2019-01-13 22:41:30,20.56,20.19
2019-01-13 22:41:40,20.56,20.19
2019-01-13 22:41:51,20.56,20.19
2019-01-13 22:42:02,20.56,20.19
2019-01-13 22:42:12,20.56,20.19
2019-01-13 22:42:23,20.56,20.19
2019-01-13 22:42:34,20.56,20.19
2019-01-13 22:42:44,20.56,20.19
